facility_name,name_url,county,epa_class_simple,srn,violation_count,most_recent_vn
PIONEER METAL FINISHING - STEPHENS ROAD,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N6388' target='_blank'>PIONEER METAL FINISHING - STEPHENS ROAD</a>,Macomb,Synthetic Minor ,N6388,2.0,2022-11-30
WEBER SAND & GRAVEL INC.-NORTH BRANCH,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P0539' target='_blank'>WEBER SAND & GRAVEL INC.-NORTH BRANCH</a>,Lapeer,True Minor ,P0539,2.0,2023-07-12
WOLVERINE SCRAP METAL,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P0920' target='_blank'>WOLVERINE SCRAP METAL</a>,Kent,True Minor ,P0920,2.0,2022-11-30
MOLON ASPHALT INC.,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P0206' target='_blank'>MOLON ASPHALT INC.</a>,Benzie,Synthetic Minor ,P0206,2.0,2022-11-10
NORTHFIELD MANUFACTURING,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N1019' target='_blank'>NORTHFIELD MANUFACTURING</a>,Wayne,True Minor ,N1019,2.0,2022-10-26
CENTURY FOUNDRY,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N7714' target='_blank'>CENTURY FOUNDRY</a>,Muskegon,True Minor ,N7714,2.0,2023-07-21
"MICHIGAN BELL TELEPHONE COMPANY, DBA AT&T MICHIGAN","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N8013' target='_blank'>MICHIGAN BELL TELEPHONE COMPANY, DBA AT&T MICHIGAN</a>",Oakland,Unknown,N8013,2.0,2022-10-19
DGP INC.,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N2383' target='_blank'>DGP INC.</a>,Sanilac,Major ,N2383,2.0,2022-10-18
"FLETCHER PRECISION MACHINE PAINTING, INC.","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P0790' target='_blank'>FLETCHER PRECISION MACHINE PAINTING, INC.</a>",Macomb,True Minor ,P0790,2.0,2022-10-10
LEADING EDGE FIBERGLASS POOL,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N7982' target='_blank'>LEADING EDGE FIBERGLASS POOL</a>,Genesee,Synthetic Minor ,N7982,2.0,2023-08-04
SOUTH KENT LANDFILL,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N1324' target='_blank'>SOUTH KENT LANDFILL</a>,Kent,Major ,N1324,2.0,2022-10-06
SUMMIT INDUSTRIAL COATINGS,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N0931' target='_blank'>SUMMIT INDUSTRIAL COATINGS</a>,Berrien,True Minor ,N0931,2.0,2023-07-10
WOODLAND MEADOWS RDF,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=M4449' target='_blank'>WOODLAND MEADOWS RDF</a>,Wayne,Major ,M4449,2.0,2023-07-07
CORTEVA AGRISCIENCE LLC,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P1028' target='_blank'>CORTEVA AGRISCIENCE LLC</a>,Midland,Megasite,P1028,2.0,2023-01-27
THERMA SEAL INC.,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P1198' target='_blank'>THERMA SEAL INC.</a>,Macomb,Unknown,P1198,2.0,2023-01-31
RICHARD-ALLAN SCIENTIFIC,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N7418' target='_blank'>RICHARD-ALLAN SCIENTIFIC</a>,Kalamazoo,Synthetic Minor ,N7418,2.0,2023-06-06
"CUSTOM CRUSHING & RECYCLE, INC.","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P0828' target='_blank'>CUSTOM CRUSHING & RECYCLE, INC.</a>",Kent,True Minor ,P0828,2.0,2023-05-01
SHOOK ASPHALT CO. INC.,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N7436' target='_blank'>SHOOK ASPHALT CO. INC.</a>,Montcalm,Synthetic Minor ,N7436,2.0,2023-05-01
CITY OF PORTLAND LIGHT AND POWER,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N5352' target='_blank'>CITY OF PORTLAND LIGHT AND POWER</a>,Ionia,Synthetic Minor ,N5352,2.0,2023-05-02
WALTER P.  REUTHER PSYCHIATRIC HOSPITAL,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=M4132' target='_blank'>WALTER P.  REUTHER PSYCHIATRIC HOSPITAL</a>,Wayne,True Minor ,M4132,2.0,2018-05-31
"ATMOSPHERE ANNEALING, LLC","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N2473' target='_blank'>ATMOSPHERE ANNEALING, LLC</a>",Ingham,Synthetic Minor ,N2473,2.0,2023-05-09
AXIUM GROUP LLC,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=A0703' target='_blank'>AXIUM GROUP LLC</a>,Cass,Synthetic Minor ,A0703,2.0,2018-06-29
"GENERAL FORMULATIONS, INC.","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=M3554' target='_blank'>GENERAL FORMULATIONS, INC.</a>",Kent,Synthetic Minor ,M3554,2.0,2023-05-12
FRITZ ENTERPRISES OF FLINT,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N6823' target='_blank'>FRITZ ENTERPRISES OF FLINT</a>,Genesee,True Minor ,N6823,2.0,2023-04-10
ERVIN AMASTEEL DIVISION,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=B1754' target='_blank'>ERVIN AMASTEEL DIVISION</a>,Lenawee,Major ,B1754,2.0,2023-03-09
MACOMB COUNTY ANIMAL CONTROL,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=M3511' target='_blank'>MACOMB COUNTY ANIMAL CONTROL</a>,Macomb,True Minor ,M3511,2.0,2023-06-28
AMERICAN SEATING COMPANY,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=B1713' target='_blank'>AMERICAN SEATING COMPANY</a>,Kent,True Minor ,B1713,2.0,2018-05-02
"PHARMACIA & UPJOHN CO LLC, A SUBSIDIARY OF PFIZER","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=B3610' target='_blank'>PHARMACIA & UPJOHN CO LLC, A SUBSIDIARY OF PFIZER</a>",Kalamazoo,Megasite,B3610,2.0,2023-06-15
RIETH-RILEY CONSTRUCTION CO INC,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N7415' target='_blank'>RIETH-RILEY CONSTRUCTION CO INC</a>,Kalamazoo,Synthetic Minor ,N7415,2.0,2023-06-22
KEEBLER CO,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=B4395' target='_blank'>KEEBLER CO</a>,Kent,Synthetic Minor ,B4395,2.0,2023-06-22
HURON TOOL & ENGINEERING,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N3224' target='_blank'>HURON TOOL & ENGINEERING</a>,Huron,True Minor ,N3224,2.0,2018-07-19
GCI GOKOH COLDWATER INC,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N5904' target='_blank'>GCI GOKOH COLDWATER INC</a>,Branch,Synthetic Minor ,N5904,2.0,2023-03-06
DTE GAS COMPANY - MILFORD COMPRESSOR STATION,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=B7221' target='_blank'>DTE GAS COMPANY - MILFORD COMPRESSOR STATION</a>,Oakland,Major ,B7221,2.0,2023-06-26
PREFIX CORPORATION,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P0328' target='_blank'>PREFIX CORPORATION</a>,Oakland,Synthetic Minor ,P0328,2.0,2023-06-26
CITY OF MIDLAND UTILITIES DIVISION,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N6004' target='_blank'>CITY OF MIDLAND UTILITIES DIVISION</a>,Midland,Major ,N6004,2.0,2022-10-03
DAPCO INDUSTRIES,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N3267' target='_blank'>DAPCO INDUSTRIES</a>,Washtenaw,Synthetic Minor ,N3267,2.0,2023-05-01
WARREN WASTE WATER TREATMENT PLANT,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=B1792' target='_blank'>WARREN WASTE WATER TREATMENT PLANT</a>,Macomb,Major ,B1792,2.0,2018-10-11
MEG'S HAULING,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P1280' target='_blank'>MEG'S HAULING</a>,Macomb,True Minor ,P1280,2.0,2022-08-31
EAGLE INDUSTRIES INC,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N7578' target='_blank'>EAGLE INDUSTRIES INC</a>,Oakland,Major ,N7578,2.0,2022-09-08
TITAN CONCRETE,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P1297' target='_blank'>TITAN CONCRETE</a>,Macomb,True Minor ,P1297,2.0,2023-01-11
SUMMIT POLYMERS PLANT 18,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P0815' target='_blank'>SUMMIT POLYMERS PLANT 18</a>,Kalamazoo,Synthetic Minor ,P0815,2.0,2022-09-15
ARDEN SHELL TRUCKING & EXCAVATING LLC,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P0146' target='_blank'>ARDEN SHELL TRUCKING & EXCAVATING LLC</a>,Clare,True Minor ,P0146,2.0,2022-09-22
LOCKHART CHEMICAL COMPANY,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=B6179' target='_blank'>LOCKHART CHEMICAL COMPANY</a>,Genesee,Synthetic Minor ,B6179,2.0,2022-08-18
IRON CITY ENTERPRISES,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P1155' target='_blank'>IRON CITY ENTERPRISES</a>,Menominee,True Minor ,P1155,2.0,2022-08-12
NORTHEAST ASPHALT C28,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N2657' target='_blank'>NORTHEAST ASPHALT C28</a>,Delta,Synthetic Minor ,N2657,2.0,2022-09-23
"QUARRYSTONE, INC. DBA  BICHLER CONCRETE & GRAVEL","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=D0066' target='_blank'>QUARRYSTONE, INC. DBA  BICHLER CONCRETE & GRAVEL</a>",Delta,True Minor ,D0066,2.0,2022-09-23
FITZGERALD FINISHING LLC,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=B3037' target='_blank'>FITZGERALD FINISHING LLC</a>,Wayne,Synthetic Minor ,B3037,2.0,2022-09-16
"STATE FABRICATORS, INC.","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P0301' target='_blank'>STATE FABRICATORS, INC.</a>",Oakland,Synthetic Minor ,P0301,2.0,2022-08-30
"LINEAR MOTION, LLC","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=B3607' target='_blank'>LINEAR MOTION, LLC</a>",Saginaw,Synthetic Minor ,B3607,2.0,2022-09-20
ANROD SCREEN CYLINDER CO,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N6671' target='_blank'>ANROD SCREEN CYLINDER CO</a>,Tuscola,True Minor ,N6671,1.0,2018-01-31
DOWNS INDUSTRIES,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N2739' target='_blank'>DOWNS INDUSTRIES</a>,Van Buren,True Minor ,N2739,1.0,2018-01-29
TUSCOLA ENERGY - BOYCE B,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N3228' target='_blank'>TUSCOLA ENERGY - BOYCE B</a>,Tuscola,Synthetic Minor ,N3228,1.0,2018-01-30
"WPI - WELDERS & PRESSES, INC.","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P0885' target='_blank'>WPI - WELDERS & PRESSES, INC.</a>",Macomb,True Minor ,P0885,1.0,2018-01-24
"MCCOIG MATERIALS, LLC","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P1030' target='_blank'>MCCOIG MATERIALS, LLC</a>",Wayne,True Minor ,P1030,1.0,2019-08-21
ASP PLATING COMPANY,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P1108' target='_blank'>ASP PLATING COMPANY</a>,Ottawa,True Minor ,P1108,1.0,2020-02-19
"RIETH-RILEY CONSTRUCTION CO., INC.","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N1384' target='_blank'>RIETH-RILEY CONSTRUCTION CO., INC.</a>",Mecosta,Synthetic Minor ,N1384,1.0,2019-09-04
"VENTRA IONIA MAIN, LLC","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N0923' target='_blank'>VENTRA IONIA MAIN, LLC</a>",Ionia,True Minor ,N0923,1.0,2018-05-08
BAILEY SAND & GRAVEL,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N8341' target='_blank'>BAILEY SAND & GRAVEL</a>,Jackson,True Minor ,N8341,1.0,2018-02-20
"NTVB MEDIA, INC.","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N7097' target='_blank'>NTVB MEDIA, INC.</a>",Oakland,Synthetic Minor ,N7097,1.0,2019-09-11
"PAXTON RESOURCES, KOSHY A1-15 HD1","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P0901' target='_blank'>PAXTON RESOURCES, KOSHY A1-15 HD1</a>",Washtenaw,True Minor ,P0901,1.0,2018-04-20
LAWRENCE INDUSTRIES INC.,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N6981' target='_blank'>LAWRENCE INDUSTRIES INC.</a>,Kalamazoo,True Minor ,N6981,1.0,2018-02-01
GILMORE INC.,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N5877' target='_blank'>GILMORE INC.</a>,Kent,Synthetic Minor ,N5877,1.0,2020-02-12
BARBER STEEL FOUNDRY CORPORATION,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=B1961' target='_blank'>BARBER STEEL FOUNDRY CORPORATION</a>,Oceana,Synthetic Minor ,B1961,1.0,2018-02-05
SHRADER TIRE & OIL CO,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=B4734' target='_blank'>SHRADER TIRE & OIL CO</a>,Wayne,True Minor ,B4734,1.0,2019-09-12
"CASCADE DIE CASTING GROUP, INC / MID STATE DIV","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N1825' target='_blank'>CASCADE DIE CASTING GROUP, INC / MID STATE DIV</a>",Kent,True Minor ,N1825,1.0,2018-02-06
PAYNE & DOLAN INC  C21,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N3512' target='_blank'>PAYNE & DOLAN INC  C21</a>,Delta,Synthetic Minor ,N3512,1.0,2019-09-17
"NORTHERN PRECISION PRODUCTS, INC.","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N5521' target='_blank'>NORTHERN PRECISION PRODUCTS, INC.</a>",Osceola,True Minor ,N5521,1.0,2018-04-20
"ROSLER METAL FINISHING USA, LLC","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N7321' target='_blank'>ROSLER METAL FINISHING USA, LLC</a>",Calhoun,Synthetic Minor ,N7321,1.0,2020-02-10
"RAPID LINE, INC.","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P0916' target='_blank'>RAPID LINE, INC.</a>",Kent,True Minor ,P0916,1.0,2018-05-09
STANDING ROCK FARM,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P0779' target='_blank'>STANDING ROCK FARM</a>,Allegan,Unknown,P0779,1.0,2018-05-17
"ZEELAND FARM SERVICES, INC.","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=M4204' target='_blank'>ZEELAND FARM SERVICES, INC.</a>",Ottawa,Major ,M4204,1.0,2018-05-09
RIFKIN SCRAP IRON AND METAL COMPANY,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N0844' target='_blank'>RIFKIN SCRAP IRON AND METAL COMPANY</a>,Saginaw,True Minor ,N0844,1.0,2018-05-25
NORTH AMERICAN MOULDING,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N7840' target='_blank'>NORTH AMERICAN MOULDING</a>,Cass,True Minor ,N7840,1.0,2018-01-04
AWH GRADING LLC,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P0734' target='_blank'>AWH GRADING LLC</a>,Oakland,True Minor ,P0734,1.0,2019-07-08
RELIANCE FINISHING CO.,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N3554' target='_blank'>RELIANCE FINISHING CO.</a>,Kent,Synthetic Minor ,N3554,1.0,2020-03-06
"ND INDUSTRIES,  INC.","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N6577' target='_blank'>ND INDUSTRIES,  INC.</a>",Oakland,Synthetic Minor ,N6577,1.0,2019-07-15
A & R PACKING CO. INC.,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P0576' target='_blank'>A & R PACKING CO. INC.</a>,Wayne,True Minor ,P0576,1.0,2019-07-16
"RAY'S RADIATOR CLINIC, INC.","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P1048' target='_blank'>RAY'S RADIATOR CLINIC, INC.</a>",Macomb,True Minor ,P1048,1.0,2019-07-18
ST JOSEPH MERCY HOSPITAL,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=G5066' target='_blank'>ST JOSEPH MERCY HOSPITAL</a>,Oakland,Synthetic Minor ,G5066,1.0,2020-03-04
ROSKAM BAKING CO,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P0117' target='_blank'>ROSKAM BAKING CO</a>,Kent,Synthetic Minor ,P0117,1.0,2018-06-06
PPI AEROSPACE,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N6858' target='_blank'>PPI AEROSPACE</a>,Macomb,Synthetic Minor ,N6858,1.0,2018-06-05
SUPERIOR CEDAR PRODUCTS,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N5111' target='_blank'>SUPERIOR CEDAR PRODUCTS</a>,Menominee,True Minor ,N5111,1.0,2019-07-23
DOMESTIC UNIFORM RENTAL,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N7298' target='_blank'>DOMESTIC UNIFORM RENTAL</a>,Kalamazoo,True Minor ,N7298,1.0,2019-07-25
PYRAMID PAVING & CONTRACTING,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N7271' target='_blank'>PYRAMID PAVING & CONTRACTING</a>,Ogemaw,Synthetic Minor ,N7271,1.0,2019-08-20
"TABLETTING, INC.","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N6097' target='_blank'>TABLETTING, INC.</a>",Kent,True Minor ,N6097,1.0,2019-08-01
WEST MICHIGAN FLOCKING & ASSEMBLY,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P0814' target='_blank'>WEST MICHIGAN FLOCKING & ASSEMBLY</a>,Van Buren,Synthetic Minor ,P0814,1.0,2019-08-01
ADVANCED TECHNOLOGY SERVICES,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N7257' target='_blank'>ADVANCED TECHNOLOGY SERVICES</a>,Wayne,True Minor ,N7257,1.0,2019-08-02
"BUCKEYE TERMINALS, LLC - RIVER ROUGE TERMINAL","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=B2987' target='_blank'>BUCKEYE TERMINALS, LLC - RIVER ROUGE TERMINAL</a>",Wayne,Major ,B2987,1.0,2019-08-06
PORTLAND IRON & METAL INC,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N1340' target='_blank'>PORTLAND IRON & METAL INC</a>,Ionia,True Minor ,N1340,1.0,2020-02-28
JACKSON TUMBLE FINISH,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N5713' target='_blank'>JACKSON TUMBLE FINISH</a>,Jackson,True Minor ,N5713,1.0,2018-01-19
SEAVER FINISHING,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N5687' target='_blank'>SEAVER FINISHING</a>,Ottawa,True Minor ,N5687,1.0,2018-01-24
"BOLEN ASPHALT PAVING, INC.","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=B4164' target='_blank'>BOLEN ASPHALT PAVING, INC.</a>",Ogemaw,Synthetic Minor ,B4164,1.0,2019-08-13
"ROMEO RIM, INC.","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=B5854' target='_blank'>ROMEO RIM, INC.</a>",Macomb,Major ,B5854,1.0,2018-02-08
CLINTON RIVER WRRF,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=B1950' target='_blank'>CLINTON RIVER WRRF</a>,Oakland,Synthetic Minor ,B1950,1.0,2018-01-24
FRANKLIN METALS TRADING CORPORATION,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N2199' target='_blank'>FRANKLIN METALS TRADING CORPORATION</a>,Ionia,True Minor ,N2199,1.0,2018-04-17
OTTAWA GAGE INC,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N6195' target='_blank'>OTTAWA GAGE INC</a>,Allegan,True Minor ,N6195,1.0,2018-04-04
ALPHA METAL FINISHING,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N1119' target='_blank'>ALPHA METAL FINISHING</a>,Washtenaw,True Minor ,N1119,1.0,2018-04-11
FCA US LLC - DUNDEE ENGINE PLANT,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N7228' target='_blank'>FCA US LLC - DUNDEE ENGINE PLANT</a>,Monroe,Major ,N7228,1.0,2019-09-24
VCP MICHIGAN - VIENNA 6-7,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N7190' target='_blank'>VCP MICHIGAN - VIENNA 6-7</a>,Montmorency,Synthetic Minor ,N7190,1.0,2018-03-19
AMERESCO WOODLAND MEADOWS ROMULUS LLC,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P0317' target='_blank'>AMERESCO WOODLAND MEADOWS ROMULUS LLC</a>,Wayne,Major ,P0317,1.0,2019-10-28
SPACERAK,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N1203' target='_blank'>SPACERAK</a>,Sanilac,Synthetic Minor ,N1203,1.0,2018-03-08
INDUSTRIAL STEEL TREAT CO,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=A1864' target='_blank'>INDUSTRIAL STEEL TREAT CO</a>,Jackson,True Minor ,A1864,1.0,2018-03-05
"METAL TECHNOLOGIES, INC., RAVENNA DUCTILE IRON","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N5866' target='_blank'>METAL TECHNOLOGIES, INC., RAVENNA DUCTILE IRON</a>",Muskegon,Major ,N5866,1.0,2019-11-01
TRANSCENDIA,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N3083' target='_blank'>TRANSCENDIA</a>,Allegan,True Minor ,N3083,1.0,2020-01-21
SOUTH FLINT GRAVEL,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P1085' target='_blank'>SOUTH FLINT GRAVEL</a>,Oakland,True Minor ,P1085,1.0,2019-11-06
LANGELAND CREMATION CENTER,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P0946' target='_blank'>LANGELAND CREMATION CENTER</a>,Kalamazoo,True Minor ,P0946,1.0,2019-11-20
AJAX MATERIALS CORPORATION,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=B1956' target='_blank'>AJAX MATERIALS CORPORATION</a>,Oakland,Synthetic Minor ,B1956,1.0,2019-12-02
DETROIT STEEL TREATING CO,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N5551' target='_blank'>DETROIT STEEL TREATING CO</a>,Oakland,True Minor ,N5551,1.0,2018-03-02
CASTER CONCEPTS,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N5681' target='_blank'>CASTER CONCEPTS</a>,Jackson,Unknown,N5681,1.0,2020-01-16
MILOSCH'S PALACE COLLISION CENTER,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P0733' target='_blank'>MILOSCH'S PALACE COLLISION CENTER</a>,Oakland,True Minor ,P0733,1.0,2018-03-02
SURREY VETERINARY CLINIC LLC,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P0751' target='_blank'>SURREY VETERINARY CLINIC LLC</a>,Clare,True Minor ,P0751,1.0,2018-03-01
WITZENMANN USA LLC,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N2479' target='_blank'>WITZENMANN USA LLC</a>,Oakland,True Minor ,N2479,1.0,2018-03-01
SHELLCAST INC,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N0277' target='_blank'>SHELLCAST INC</a>,Muskegon,True Minor ,N0277,1.0,2018-02-26
"M. ARGUESO & CO., INC. (DBA PARAMELT)","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N7764' target='_blank'>M. ARGUESO & CO., INC. (DBA PARAMELT)</a>",Muskegon,Synthetic Minor ,N7764,1.0,2019-12-17
REFRESCO BEVERAGES US INC.,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=A6630' target='_blank'>REFRESCO BEVERAGES US INC.</a>,Van Buren,True Minor ,A6630,1.0,2018-02-26
STEWART SUTHERLAND INC,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N1239' target='_blank'>STEWART SUTHERLAND INC</a>,Kalamazoo,True Minor ,N1239,1.0,2019-12-19
FREEDOM FINISHING,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N3694' target='_blank'>FREEDOM FINISHING</a>,Berrien,True Minor ,N3694,1.0,2020-01-10
CLASSIC METAL FINISHING,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=A1916' target='_blank'>CLASSIC METAL FINISHING</a>,Jackson,True Minor ,A1916,1.0,2018-02-23
COOPER FOUNDRY INC.,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=B8878' target='_blank'>COOPER FOUNDRY INC.</a>,Kalamazoo,True Minor ,B8878,1.0,2019-12-19
HAWORTH INC,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=B7186' target='_blank'>HAWORTH INC</a>,Allegan,Major ,B7186,1.0,2019-10-14
SHERWIN-WILLIAMS COMPANY,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=B7711' target='_blank'>SHERWIN-WILLIAMS COMPANY</a>,Allegan,Major ,B7711,1.0,2019-10-14
HIGH GRADE CONCRETE PRODUCTS,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N7541' target='_blank'>HIGH GRADE CONCRETE PRODUCTS</a>,Oceana,True Minor ,N7541,1.0,2019-07-05
GRAND RAPIDS CHAIR COMPANY,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N6791' target='_blank'>GRAND RAPIDS CHAIR COMPANY</a>,Kent,Synthetic Minor ,N6791,1.0,2018-03-30
QG PRINTING II LLC,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N0830' target='_blank'>QG PRINTING II LLC</a>,Montcalm,Synthetic Minor ,N0830,1.0,2020-02-06
